AnimalID,MomID,DadID,BGroup,DoB,Sex,Matril,Pedigree,SiblingNo,UniCode
I122A5,2A5,1C2,F,8/15/2011,m,Q1050,8,4,E-834
0M9,2D4,36V,S,8/15/2011,m,Q1083,8,1,A-319
I1215O,15O,,R,8/15/2011,f,Q1012,9,6,H-914
2N9,98V,36V,S,8/16/2011,m,Q1083,7,4,B-210
9N1,04N,12Z,F,8/16/2011,f,Q1050,9,4,E-314
8N5,8B0,12Z,F,8/17/2011,m,Q1021,9,2,D-875
2N4,7D6,32Z,F,8/17/2011,m,Q1021,7,1,B-205
6M0,7C8,19T,R,8/17/2011,m,Q1012,10,1,C-990
6M5,54N,11Z,R,8/17/2011,m,Q1083,6,8,C-995
8M1,4B2,22O,R,8/17/2011,m,Q1066,7,2,D-861
I1244V,44V,,KK,8/17/2011,m,Q1056,7,3,H-924
2N0,79Z,43P,F,8/18/2011,m,Q1021,7,2,B-201
I125B6,5B6,,HH,8/18/2011,m,Q1046,8,3,H-926
7M7,2B4,03N,S,8/19/2011,m,Q1083,8,2,D-431
6N3,68V,25L,F,8/19/2011,m,Q1050,5,3,D-003
6M8,3B8,9A1,S,8/19/2011,m,Q1083,8,2,C-998
4M3,4.00E+00,84E,R,8/20/2011,m,Q1012,10,1,C-104
6N2,0C6,06O,F,8/21/2011,m,Q1021,8,2,D-002
6M7,6D9,97Z,KK,8/21/2011,f,Q1056,8,1,C-997
6M1,4D5,26P,R,8/22/2011,m,Q1012,10,1,C-991
9N4,93Z,8A7,F,8/22/2011,f,Q1053,9,2,E-317
4M0,6D8,T82,R,8/22/2011,m,Q1012,10,1,C-101
0M8,55J,60T,KK,8/22/2011,m,Q1056,8,8,A-318
8N6,82A,1C2,F,8/22/2011,f,Q1050,7,13,D-876
I1268J,68J,46Z,F,8/22/2011,m,Q1050,6,9,E-843
I129C5,9C5,,KK,8/23/2011,m,Q1056,9,1,H-943
5N8,4C9,46Z,V,8/24/2011,f,Q1071,10,2,C-568
8M2,36D,19T,S,8/24/2011,f,Q1083,7,11,D-862
I128C7,8C7,,R,8/24/2011,m,Q1012,8,2,H-936
I123A2,3A2,30V,KK,8/25/2011,f,Q1056,7,3,E-836
3N7,1A4,30V,HH,8/25/2011,m,Q1021,8,3,B-666
I1245F,45F,17T,KK,8/25/2011,f,Q1056,5,12,E-837
0M5,0.00E+00,26P,R,8/25/2011,f,Q1012,9,1,A-315
I1265Z,65Z,,HH,8/27/2011,f,Q1056,7,3,H-928
5M7,60V,19T,R,8/29/2011,f,Q1012,10,4,C-557
I129A4,9A4,,F,8/29/2011,m,Q1050,6,4,H-942
I127E3,7.00E+03,64Z,HH,8/30/2011,u,Q1046,9,1,E-845
0N6,3D9,46Z,V,8/30/2011,m,Q1071,9,1,A-326
I1235N,35N,,f,8/30/2011,m,Q1050,5,8,H-921
5N2,5B6,91O,HH,8/31/2011,m,Q1046,8,4,C-562
7M6,16Z,30Z,R,8/31/2011,f,Q1012,9,5,D-430
5M1,7A6,2C6,R,8/31/2011,f,Q1012,8,2,C-551
I125A0,5A0,17K,S,8/31/2011,m,Q1083,7,4,E-842
I1293T,93T,,V,8/31/2011,f,Q1071,8,5,H-941
2M6,48N,5B2,R,9/1/2011,f,Q1012,9,5,B-197
5M5,7F0,6A9,KK,9/1/2011,f,Q1056,8,1,C-555
7N9,7D8,1B1,F,9/1/2011,f,Q1021,9,2,D-443
4N9,86Z,36V,KK,9/2/2011,m,Q1053,10,4,C-120
4M5,4F5,26P,R,9/2/2011,f,Q1012,9,1,C-106
1M0,4A0,44T,R,9/2/2011,f,Q1012,8,4,A-750
3M1,60R,8A9,KK,9/2/2011,f,Q1053,10,4,B-650
9N3,64P,6A8,F,9/3/2011,f,Q1050,8,7,E-316
1N8,44J,1C2,F,9/3/2011,f,Q1021,9,10,A-768
I1210S,10S,04I,F,9/4/2011,f,Q1050,7,6,E-829
I122E9,2.00E+09,64Z,HH,9/4/2011,m,Q1053,8,2,E-835
4N2,2.00E+08,30V,HH,9/4/2011,f,Q1048,6,2,C-113
9N0,5D4,04Z,HH,9/4/2011,f,Q1046,9,2,E-313
1M5,91V,11Z,R,9/4/2011,f,Q1012,9,3,A-755
8M7,76L,94O,R,9/4/2011,f,Q1012,9,8,D-867
5M0,51V,36V,KK,9/5/2011,m,Q1056,8,4,C-550
0N4,53Z,T88,V,9/5/2011,f,Q1071,10,4,A-324
4N3,5B4,06O,HH,9/5/2011,m,Q1056,7,2,C-114
7N6,55V,6A8,F,9/5/2011,f,Q1021,7,4,D-440
7N7,87K,49Z,F,9/5/2011,f,Q1021,7,7,D-441
7M5,3D4,88V,S,9/5/2011,f,Q1083,9,1,D-429
6N8,0A9,46Z,F,9/6/2011,f,Q1053,8,3,D-008
7N3,0F0,90B,V,9/6/2011,f,Q1071,10,1,D-437
0N8,47Z,61R,V,9/6/2011,m,Q1071,10,3,A-328
3M6,21H,17T,KK,9/6/2011,f,Q1053,9,11,B-655
5M9,26V,30Z,R,9/6/2011,f,Q1012,9,3,C-559
7N4,13H,12E,V,9/7/2011,m,Q1071,9,12,D-438
8M5,2B1,72T,S,9/7/2011,m,Q1083,9,2,D-865
5N0,8.00E+02,02R,HH,9/7/2011,f,Q1056,7,1,C-560
I124A2,4A2,,R,9/7/2011,m,Q1012,8,4,H-925
I126C3,6C3,,F,9/7/2011,m,Q1021,8,2,H-932
8M4,82V,88V,S,9/8/2011,f,Q1083,9,4,D-864
9M9,5C6,61R,V,9/8/2011,f,Q1071,10,3,E-312
8N7,0.00E+00,9A1,F,9/8/2011,f,Q1050,7,2,D-877
2N6,32S,8A7,F,9/9/2011,f,Q1021,9,5,B-207
9M2,34N,36S,F,9/9/2011,m,Q1021,7,7,E-305
4N7,77S,02R,HH,9/9/2011,m,Q1046,8,6,C-118
2N7,28N,07D,F,9/9/2011,m,Q1021,8,7,B-208
I1290T,90T,,V,9/9/2011,m,Q1071,9,4,H-939
1N7,2A8,49Z,F,9/10/2011,m,Q1021,10,3,A-767
3M8,8A5,44T,R,9/10/2011,m,Q1012,10,3,B-657
I1279C,79C,07T,F,9/11/2011,f,Q1050,6,13,E-844
I122A2,2A2,46Z,F,9/11/2011,f,Q1050,7,3,E-833
4N1,90P,02R,MM,9/11/2011,f,Q1021,8,6,C-112
4N6,21K,02R,MM,9/12/2011,f,Q1021,7,8,C-117
6N0,7F9,3A6,R,9/12/2011,m,Q1083,7,1,D-000
0N2,85T,73S,V,9/12/2011,f,Q1048,7,4,A-322
9M8,45Z,73S,V,9/12/2011,f,Q1071,10,3,E-311
2M9,0B4,94Z,R,9/12/2011,m,Q1012,9,3,B-200
6M9,5A1,19T,S,9/12/2011,f,Q1083,6,3,C-999
5N4,00V,97V,V,9/12/2011,f,Q1071,10,5,C-564
7N0,73C,76Z,F,9/12/2011,f,Q1056,6,13,D-434
6M2,37P,5B2,R,9/13/2011,m,Q1012,8,8,C-992
6M4,6A4,94O,R,9/13/2011,m,Q1012,10,3,C-994
1N4,78I,61R,V,9/13/2011,f,Q1071,10,9,A-764
3N8,4C1,8A7,HH,9/13/2011,f,Q1050,8,3,B-667
0M7,93O,57F,KK,9/13/2011,m,Q1056,7,8,A-317
I1252P,52P,30L,F,9/13/2011,f,Q1050,7,6,E-838
I126B4,6B4,,HH,9/13/2011,m,Q1056,7,3,H-931
1N9,64D,25L,F,9/14/2011,f,Q1050,7,11,A-769
3N6,6C5,8A9,MM,9/14/2011,m,Q1021,9,3,B-665
I1257T,57T,88V,S,9/14/2011,m,Q1083,9,5,E-841
3N3,48V,9A9,HH,9/14/2011,f,Q1046,8,4,B-662
5M3,07L,22O,R,9/14/2011,F,Q1066,7,9,C-553
4N5,94S,02R,HH,9/14/2011,f,Q1056,8,5,C-116
3N2,55R,30V,HH,9/15/2011,m,Q1056,7,6,B-661
5M4,40V,58R,R,9/15/2011,m,Q1012,8,3,C-554
5N5,5.00E+08,70C,V,9/15/2011,m,Q1071,11,1,C-565
1M9,8F0,05Z,R,9/17/2011,m,Q1066,8,1,A-759
2M2,76J,9A2,KK,9/17/2011,f,Q1053,9,9,B-193
7N1,9D8,46Z,F,9/17/2011,f,Q1050,9,2,D-435
2N2,61J,6A8,F,9/17/2011,m,Q1021,7,9,B-203
6N4,22H,9A2,HH,9/18/2011,f,Q1046,7,8,D-004
I1256A,56A,83L,F,9/18/2011,m,Q1050,5,16,E-840
6N7,98T,49Z,F,9/19/2011,m,Q1050,8,3,D-007
7M4,2F3,67Z,S,9/20/2011,m,Q1083,8,1,D-428
8N0,03J,49Z,F,9/20/2011,f,Q1053,8,10,D-870
9M7,4C5,73V,V,9/20/2011,f,Q1071,9,2,E-310
0N1,81E,98K,V,9/20/2011,m,Q1071,8,11,A-321
5N6,31L,97V,V,9/20/2011,f,Q1071,9,7,C-566
4M1,91A,10R,R,9/20/2011,m,Q1012,9,15,C-102
4N0,03Z,57D,HH,9/20/2011,m,Q1056,7,4,C-111
2N1,7B7,0B8,F,9/21/2011,m,Q1021,9,2,B-202
1N5,29B,54V,F,9/21/2011,f,Q1053,7,16,A-765
4M9,1C7,64S,KK,9/21/2011,f,Q1056,8,2,C-110
I1262H,62H,,F,9/21/2011,m,Q1050,7,10,H-927
I128F3,8F3,,F,9/21/2011,f,Q1050,7,1,H-937
1N6,50I,04T,F,9/22/2011,m,Q1021,7,10,A-766
5N3,52Z,98K,V,9/22/2011,f,Q1071,11,4,C-563
1N3,6C0,29V,F,9/22/2011,m,Q1050,8,2,A-763
9M6,50S,49Z,F,9/22/2011,f,Q1021,9,5,E-309
1M2,5C4,80T,R,9/22/2011,m,Q1012,10,2,A-752
9M5,40L,46Z,F,9/22/2011,m,Q1021,7,8,E-308
1N0,7C4,97V,V,9/24/2011,f,Q1071,10,2,A-760
3M7,4A5,11Z,R,9/24/2011,f,Q1012,8,4,B-656
5N1,39Z,02R,HH,9/24/2011,f,Q1053,9,4,C-561
3N5,36O,02R,HH,9/24/2011,m,Q1053,7,7,B-664
9M4,88I,25L,F,9/24/2011,f,Q1050,8,5,E-307
1M3,14Z,30Z,R,9/24/2011,m,Q1066,7,5,A-753
2M7,6D6,27J,KK,9/24/2011,f,Q1056,6,1,B-198
I12Z14,Z14,,F,9/24/2011,m,Q1050,6,14,H-948
7M3,7A9,10R,S,9/25/2011,m,Q1083,7,3,D-427
I128B4,8B4,,F,9/25/2011,f,Q1021,9,3,H-935
3M3,4F1,17L,KK,9/26/2011,m,Q1053,10,1,B-652
2M8,0F6,58R,R,9/26/2011,m,Q1012,9,1,B-199
1M1,2C8,19T,R,9/26/2011,m,Q1066,7,3,A-751
1M7,77V,44T,R,9/26/2011,m,Q1012,9,3,A-757
2N8,73B,04T,F,9/28/2011,m,Q1050,7,15,B-209
2N5,43F,49Z,F,9/29/2011,m,Q1050,7,12,B-206
4M6,0A2,5B2,R,9/29/2011,f,Q1012,10,4,C-107
I127C3,7C3,,F,9/29/2011,f,Q1050,7,3,H-934
I12X34,X34,,R,9/29/2011,m,Q1083,7,12,H-946
7N2,2.00E+01,8B5,MM,9/30/2011,m,Q1021,10,2,D-436
8M8,0A4,35V,F,9/30/2011,f,Q1050,8,4,D-868
7N5,1B3,73V,V,9/30/2011,f,Q1071,10,3,D-439
6N9,5C0,30L,F,9/30/2011,m,Q1050,8,3,D-009
6M6,3A7,22O,R,10/1/2011,f,Q1012,9,4,C-996
8M0,2D1,72T,S,10/1/2011,f,Q1083,9,2,D-860
5M2,83Z,60T,KK,10/1/2011,f,Q1056,7,3,C-552
1N2,2A7,41N,F,10/1/2011,f,Q1021,8,4,A-762
I1214L,14L,43P,F,10/1/2011,f,Q1050,6,9,E-830
9N8,20F,36S,F,10/2/2011,m,Q1021,8,11,E-321
9M0,62V,46Z,F,10/2/2011,f,Q1053,9,4,E-303
3M0,0.00E+00,60E,R,10/3/2011,f,Q1012,9,1,B-649
2M3,3F7,97Z,KK,10/3/2011,m,Q1056,7,1,B-194
8M6,4A9,11Z,S,10/3/2011,f,Q1083,6,4,D-866
9M1,82L,30L,F,10/3/2011,f,Q1012,9,8,E-304
1M8,37V,17L,KK,10/4/2011,m,Q1056,8,4,A-758
2M4,7A8,3A6,R,10/4/2011,m,Q1012,8,3,B-195
8N1,1C0,49Z,F,10/4/2011,f,Q1021,9,2,D-871
I127C0-K,7C0,,F,10/4/2011,f,Q1050,7,1,H-933
I1281B,81B,30C,HH,10/6/2011,f,Q1056,6,15,E-846
3N0,4F8,3A6,R,10/6/2011,m,Q1012,9,1,B-659
5N7,4C4,73V,V,10/7/2011,f,Q1071,10,3,C-567
3M4,89K,11Z,R,10/7/2011,f,Q1012,9,10,B-653
I1229Z,29Z,,F,10/8/2011,f,Q1050,7,4,H-917
9N2,2.00E+04,61R,V,10/9/2011,f,Q1071,10,2,E-315
I1203B,03B,,KK,10/9/2011,f,Q1053,8,12,H-912
5M8,93I,11Z,R,10/10/2011,m,Q1012,8,11,C-558
3N4,3A9,02R,HH,10/11/2011,f,Q1056,7,4,B-663
I1221N,21N,30V,HH,10/11/2011,f,Q1046,7,8,E-831
6M3,87F,44T,R,10/14/2011,m,Q1012,8,10,C-993
6N1,63V,8A7,F,10/14/2011,m,Q1021,9,3,D-001
3N1,69O,44H,R,10/15/2011,f,Q1066,6,7,B-660
8N2,T03,98K,V,10/16/2011,m,Q1071,8,17,D-872
3N9,20S,02R,HH,10/16/2011,m,Q1046,8,6,B-668
8N8,1A3,46Z,F,10/16/2011,f,Q1021,8,3,D-878
0N3,1B0,97V,V,10/17/2011,f,Q1071,11,3,A-323
1M6,53E,11Z,KK,10/17/2011,m,Q1056,6,10,A-756
I12T83,T83,88V,S,10/18/2011,f,Q1083,7,15,E-848
I1228A,28A,44T,R,10/18/2011,f,Q1012,7,11,E-832
3M9,2F0,94O,R,10/18/2011,m,Q1066,7,1,B-658
0N0,98J,61R,V,10/20/2011,m,Q1048,6,6,A-320
7M8,97R,53N,S,10/21/2011,m,Q1083,8,6,D-432
7N8,00J,8A7,F,10/22/2011,f,Q1053,8,9,D-442
I1210C,10C,,R,10/23/2011,m,Q1083,6,11,H-913
4M4,25P,97Z,KK,10/24/2011,f,Q1056,8,6,C-105
9N6,0B6,17L,KK,10/24/2011,f,Q1053,9,3,E-319
8N3,15E,12E,V,10/24/2011,f,Q1071,9,12,D-873
8M9,9C2,8A7,F,10/24/2011,m,Q1053,9,1,D-869
I12K84,K84,5B2,R,10/25/2011,m,Q1012,7,20,E-847
I1228I,28I,,R,10/29/2011,m,Q1012,8,11,H-915
2N3,56E,46Z,F,10/31/2011,m,Q1050,7,7,B-204
0N9,43J,25L,F,11/1/2011,m,Q1050,7,10,A-329
0N5,13B,61R,V,11/4/2011,m,Q1071,9,14,A-325
I1228J,28J,,F,11/6/2011,m,Q1050,5,9,H-916
I12V78,V78,8A9,KK,11/7/2011,f,Q1053,8,16,E-849
I12X34-K,X34,,R,11/13/2011,m,Q1083,7,13,H-947
2M1,99Z,3A6,R,11/14/2011,f,Q1012,9,3,B-192
I126A3,6A3,,R,11/15/2011,m,Q1083,9,4,H-929
9M3,57H,36S,F,11/19/2011,f,Q1021,6,9,E-306
I12X91,X91,19T,R,11/20/2011,f,Q1066,6,16,E-851
1N1,51Z,61R,V,11/25/2011,m,Q1071,10,4,A-761
9N7,3C3,46Z,F,11/25/2011,f,Q1021,8,2,E-320
I1292D,92D,,F,11/27/2011,f,Q1050,7,11,H-940
3M5,90V,11Z,R,11/28/2011,f,Q1012,11,3,B-654
0N7,30J,98K,V,11/28/2011,f,Q1071,9,10,A-327
I1290D,90D,,F,12/1/2011,f,Q1021,7,13,H-938
I12V36,V36,,F,12/3/2011,f,Q1021,7,17,H-944
I12V80,V80,02R,HH,12/9/2011,f,Q1053,6,18,E-850
7M2,74K,53N,S,12/11/2011,f,Q1083,6,9,D-426
I12V72,V72,,HH,12/11/2011,m,Q1053,7,15,H-945
I122C4,2C4,,KK,12/11/2011,m,Q1056,7,2,H-919
8N9,78T,04I,F,12/22/2011,f,Q1050,6,8,D-879
6N5,60P,35V,F,1/14/2012,f,Q1050,9,7,D-005
I1255A,55A,02R,HH,1/15/2012,f,Q1056,6,14,E-839
I1235O,35O,,HH,1/15/2012,f,Q1056,7,6,H-922
9N9,36Z,8A7,F,2/6/2012,m,Q1053,9,3,E-322
I13Z82,Z82,53N,S,5/10/2012,m,Q1083,7,12,E-869
2O7,6D4,26P,KK,5/31/2012,f,Q1056,7,2,B-218
I136D4,6D4,,KK,5/31/2012,f,Q1056,7,3,I-120
5P2,3D1,88V,S,6/13/2012,m,Q1083,8,2,C-582
I133D1,3D1,,S,6/13/2012,m,Q1083,8,3,I-034
4P3,1B4,43V,S,6/17/2012,f,Q1083,7,3,C-134
I131B4,1B4,,S,6/17/2012,f,Q1083,7,4,H-981
2O4,2F2,1A6,KK,6/26/2012,m,Q1056,7,1,B-215
I132F2,2F2,,KK,6/26/2012,m,Q1056,7,2,I-013
I133E7,3.00E+07,,OO,7/5/2012,f,Q1050,6,2,I-038
I133A4,3A4,,HH,7/26/2012,m,Q1053,7,4,I-029
8O4,1F4,1A6,R,7/30/2012,m,Q1012,9,1,D-884
I131F4,1F4,,R,7/30/2012,m,Q1012,9,2,H-987
6P0,4H1,22O,R,8/4/2012,m,Q1012,9,1,D-020
I134H1,4H1,,R,8/4/2012,m,Q1012,9,2,I-070
9O4,3F4,84E,R,8/5/2012,f,Q1012,9,1,E-327
1O4,0G2,48L,R,8/5/2012,f,Q1083,8,1,A-774
3O4,49V,97Z,KK,8/5/2012,f,Q1056,8,5,B-673
9O3,7F7,5B2,R,8/5/2012,f,Q1012,9,1,E-326
I130G2,0G2,,R,8/5/2012,f,Q1083,8,2,H-965
I1349V,49V,,KK,8/5/2012,f,Q1056,8,6,I-056
I133F4,3F4,,R,8/5/2012,f,Q1012,9,2,I-039
I137F7,7F7,,R,8/5/2012,f,Q1012,9,2,I-143
9P5,6B4,73Z,HH,8/6/2012,f,Q1056,7,4,E-338
I136B4,6B4,,HH,8/6/2012,f,Q1056,7,5,I-116
2P7,88N,72T,S,8/7/2012,f,Q1083,7,5,B-228
I1388N,88N,,S,8/7/2012,f,Q1083,7,6,I-159
5P1,5H6,43V,S,8/8/2012,f,Q1083,7,1,C-581
I135H6,5H6,,S,8/8/2012,f,Q1083,7,2,I-100
1O2,1C5,72T,KK,8/9/2012,m,Q1056,9,2,A-772
I131C5,1C5,,KK,8/9/2012,m,Q1056,9,3,H-982
1P4,1.00E+02,16R,KK,8/13/2012,f,Q1053,11,2,A-784
1P8,0C8,1C2,MM,8/13/2012,m,Q1050,8,2,A-788
4P2,3.00E+02,29V,F,8/13/2012,f,Q1050,10,2,C-133
2P4,1.00E+00,7B3,MM,8/13/2012,f,Q1021,8,2,B-225
I138C7,8C7,94Z,R,8/13/2012,m,Q1012,8,3,E-865
I131E0,1.00E+00,,MM,8/13/2012,f,Q1021,8,3,H-984
I131E2,1.00E+02,,KK,8/13/2012,f,Q1053,11,3,H-985
I133E2,3.00E+02,,F,8/13/2012,f,Q1050,10,3,I-037
I130C8,0C8,,MM,8/13/2012,m,Q1050,8,3,H-961
8O9,4D8,27J,KK,8/14/2012,f,Q1053,10,2,D-889
I134D8,4D8,,KK,8/14/2012,f,Q1053,10,3,I-066
3P7,62S,73Z,HH,8/15/2012,f,Q1046,7,5,B-686
I1362S,62S,,HH,8/15/2012,f,Q1046,7,6,I-106
7O1,38Z,88V,S,8/16/2012,m,Q1083,6,3,D-445
I130I7,0I7,,S,8/16/2012,m,Q1083,7,1,H-969
3O1,0B5,5B2,R,8/17/2012,f,Q1012,9,4,B-670
I130B5,0B5,,R,8/17/2012,f,Q1012,9,5,H-957
4O1,62R,43V,KK,8/18/2012,m,Q1053,9,7,C-122
I1362R,62R,,KK,8/18/2012,m,Q1053,9,8,I-105
I1393T,93T,,V,8/18/2012,u,Q1071,8,6,I-173
I1357T,57T,,S,8/18/2012,m,Q1083,9,6,I-088
1Q8,0B9,2C9,HH,8/19/2012,m,Q1046,8,4,A-798
I137E3,7.00E+03,43N,HH,8/19/2012,m,Q1046,9,2,E-863
3P8,8.00E+08,7D7,F,8/19/2012,f,Q1021,8,1,B-687
I130B9,0B9,,HH,8/19/2012,m,Q1046,8,5,H-959
I138E8,8.00E+08,,F,8/19/2012,f,Q1021,8,2,I-165
I134A0,4A0,44T,R,8/21/2012,f,Q1012,8,5,E-859
3O2,3H4,94Z,R,8/21/2012,f,Q1012,9,1,B-671
1P5,74T,12Z,KK,8/21/2012,m,Q1053,9,6,A-785
5O8,9A4,8C9,OO,8/21/2012,m,Q1050,6,5,C-578
I1374T,74T,,KK,8/21/2012,m,Q1053,9,7,I-128
I133H4,3H4,,R,8/21/2012,f,Q1012,9,2,I-044
I139A4,9A4,,OO,8/21/2012,m,Q1050,6,6,I-182
I134H7,4H7,,S,8/22/2012,f,Q1083,7,1,I-072
8O3,3F5,97Z,KK,8/23/2012,f,Q1056,8,1,D-883
I133F5,3F5,,KK,8/23/2012,f,Q1056,8,2,I-040
6P9,6F2,2D7,F,8/24/2012,m,Q1050,8,1,D-029
9O9,5A0,2C6,S,8/24/2012,m,Q1083,7,5,E-332
I135A0,5A0,,S,8/24/2012,m,Q1083,7,6,I-090
I136F2,6F2,,F,8/24/2012,m,Q1050,8,2,I-122
6O5,0I7,39L,S,8/25/2012,m,Q1083,7,2,D-015
0P9,54N,3A6,R,8/25/2012,m,Q1083,6,9,A-349
2P2,33V,94Z,R,8/25/2012,m,Q1012,9,4,B-223
I1338Z,38Z,,S,8/25/2012,m,Q1083,6,4,I-027
I1333V,33V,,R,8/25/2012,m,Q1012,9,5,I-019
I1354N,54N,,R,8/25/2012,m,Q1083,6,10,I-082
8O2,6C5,35V,MM,8/26/2012,f,Q1021,9,4,D-882
8O7,51T,44T,R,8/26/2012,m,Q1012,9,5,D-887
I1351T,51T,,R,8/26/2012,m,Q1012,9,6,I-075
I136C5,6C5,,MM,8/26/2012,f,Q1021,9,5,I-119
I13X83,X83,30Z,R,8/27/2012,m,Q1012,8,13,E-868
7P3,6B0,94Z,R,8/27/2012,f,Q1012,9,3,D-457
I136B0,6B0,,R,8/27/2012,f,Q1012,9,4,I-115
I130G3,0G3,,HH,8/27/2012,f,Q1046,8,1,H-966
1O8,60V,94Z,R,8/29/2012,m,Q1012,10,5,A-778
4P5,9C7,72T,S,8/29/2012,f,Q1083,6,3,C-136
0P3,85V,30Z,R,8/29/2012,f,Q1012,9,3,A-343
I137D8,7D8,60T,F,8/29/2012,f,Q1021,9,3,E-862
I1385V,85V,,R,8/29/2012,f,Q1012,9,4,I-155
I139C7,9C7,,S,8/29/2012,f,Q1083,6,4,I-185
I1360V,60V,,R,8/29/2012,m,Q1012,10,6,I-103
1Q5,9C1,61R,V,8/30/2012,f,Q1071,9,2,A-795
I139C1,9C1,,V,8/30/2012,f,Q1071,9,3,I-183
I1315O,15O,,R,8/30/2012,m,Q1012,9,7,H-976
5O3,4C2,8A7,F,8/31/2012,m,Q1053,9,4,C-573
I134C2,4C2,,F,8/31/2012,m,Q1053,9,5,I-061
5O5,61J,6A8,F,9/1/2012,m,Q1021,7,10,C-575
I1361J,61J,,F,9/1/2012,m,Q1021,7,11,I-104
I133D4,3D4,,S,9/1/2012,f,Q1083,9,2,I-035
1O3,91V,46N,R,9/2/2012,m,Q1012,9,4,A-773
7O9,81E,61R,V,9/2/2012,f,Q1071,8,12,D-453
1Q6,2C7,7B3,HH,9/2/2012,f,Q1053,8,3,A-796
9O8,3B1,8C0,R,9/2/2012,m,Q1066,7,3,E-331
I13X91,X91,,R,9/2/2012,f,Q1066,6,17,I-189
I132C7,2C7,,HH,9/2/2012,f,Q1053,8,4,I-005
I1391V,91V,,R,9/2/2012,m,Q1012,9,5,I-170
I133B1,3B1,,R,9/2/2012,m,Q1066,7,4,I-032
I1381E,81E,,V,9/2/2012,f,Q1071,8,13,I-148
I131E7,1.00E+07,22O,R,9/3/2012,f,Q1066,9,3,E-855
5O1,53Z,73V,V,9/3/2012,m,Q1071,10,5,C-571
7P0,37P,3A6,R,9/3/2012,m,Q1012,8,9,D-454
9O1,7C8,02R,R,9/3/2012,f,Q1012,10,2,E-324
6O6,3B8,43V,S,9/3/2012,m,Q1083,8,3,D-016
9P9,3F6,X58,R,9/3/2012,f,Q1056,9,1,E-342
5P0,5A1,48L,S,9/3/2012,f,Q1083,6,4,C-580
1P9,4H0,60E,R,9/3/2012,f,Q1066,7,1,A-789
2O1,09Z,1A6,R,9/3/2012,m,Q1012,10,6,B-212
I133F6,3F6,,R,9/3/2012,f,Q1056,9,2,I-041
I133B8,3B8,,S,9/3/2012,m,Q1083,8,4,I-033
I135A1,5A1,,S,9/3/2012,f,Q1083,6,5,I-091
I1337P,37P,,R,9/3/2012,m,Q1012,8,10,I-025
I130E2,0.00E+00,,R,9/3/2012,f,Q1012,9,2,H-962
I1353Z,53Z,,V,9/3/2012,m,Q1071,10,6,I-081
I134H0,4H0,,R,9/3/2012,f,Q1066,7,2,I-069
I137C8,7C8,,R,9/3/2012,f,Q1012,10,3,I-139
I1309Z,09Z,,R,9/3/2012,m,Q1012,10,7,H-953
2P5,1.00E+06,6C9,R,9/4/2012,m,Q1083,9,2,B-226
3P9,74S,6B2,F,9/4/2012,m,Q1053,9,6,B-688
I131E6,1.00E+06,,R,9/4/2012,m,Q1083,9,3,H-986
I1374S,74S,,F,9/4/2012,m,Q1053,9,7,I-127
4O6,13H,98K,V,9/5/2012,m,Q1071,9,13,C-127
8O5,76L,94Z,R,9/5/2012,m,Q1012,9,9,D-885
1P3,82Z,72T,S,9/5/2012,m,Q1083,7,3,A-783
I1313H,13H,,V,9/5/2012,m,Q1071,9,14,H-972
I1376L,76L,,R,9/5/2012,m,Q1012,9,10,I-130
I1382Z,82Z,,S,9/5/2012,m,Q1083,7,4,I-152
5P9,8A5,44T,R,9/6/2012,m,Q1012,10,4,C-589
9P0,7F2,3.00E+01,R,9/6/2012,f,Q1012,10,1,E-333
0O7,44J,0B8,F,9/6/2012,m,Q1021,9,11,A-337
0O8,9D8,6A8,F,9/6/2012,m,Q1050,9,3,A-338
6O9,2B4,88V,S,9/6/2012,f,Q1083,8,3,D-019
I132B4,2B4,,S,9/6/2012,f,Q1083,8,4,I-001
I138A5,8A5,,R,9/6/2012,m,Q1012,10,5,I-162
I137F2,7F2,,R,9/6/2012,f,Q1012,10,2,I-142
I139D8,9D8,,F,9/6/2012,m,Q1050,9,4,I-187
I1344J,44J,,F,9/6/2012,m,Q1021,9,12,I-050
7P2,77S,43N,HH,9/7/2012,m,Q1046,8,7,D-456
7O4,5C6,1C6,V,9/7/2012,m,Q1071,10,4,D-448
3O6,48N,3.00E+09,R,9/7/2012,m,Q1012,9,6,B-675
5O2,00V,61R,V,9/7/2012,m,Q1071,10,6,C-572
5P8,2C8,8A9,R,9/7/2012,m,Q1066,7,4,C-588
7P4,26V,3A6,R,9/7/2012,f,Q1012,9,4,D-458
I135C6,5C6,,V,9/7/2012,m,Q1071,10,5,I-096
I1326V,26V,,R,9/7/2012,f,Q1012,9,5,H-995
I1377S,77S,,HH,9/7/2012,m,Q1046,8,8,I-132
I132C8,2C8,,R,9/7/2012,m,Q1066,7,5,I-006
I1300V,00V,,V,9/7/2012,m,Q1071,10,7,H-949
I1348N,48N,,R,9/7/2012,m,Q1012,9,7,I-054
2O5,2C3,36S,KK,9/8/2012,m,Q1053,9,3,B-216
7P8,8B0,0B8,F,9/8/2012,m,Q1021,9,3,D-462
2O8,8A3,25L,R,9/8/2012,f,Q1083,7,3,B-219
8P4,4C1,35V,F,9/8/2012,f,Q1050,8,4,D-894
3O8,0A2,5B2,R,9/8/2012,m,Q1012,10,5,B-677
