AnimalId,DoB,Gender,BGrp,DadId,MomId,FounderId,UniCode
"I1064A",9/30/2009 0:00:00,"f","F",,"64A",,"H-859"
"9J4",10/1/2009 0:00:00,"f","R","30Z","48N",,"E-277"
"I107A8",10/1/2009 0:00:00,"f","R","42F","7A8",,"E-813"
"8J5",10/1/2009 0:00:00,"m","F","30L","64P",,"D-835"
"I1075L",10/1/2009 0:00:00,"m","R","54V","75L",,"E-812"
"6I4",10/1/2009 0:00:00,"m","HH","89S","22H",,"C-954"
"I102C4",10/1/2009 0:00:00,"m","KK",,"2C4",,"H-840"
"4J7",10/2/2009 0:00:00,"f","R","44H","54N",,"C-078"
"7J6",10/2/2009 0:00:00,"m","R","44T","03H",,"D-400"
"7J0",10/2/2009 0:00:00,"m","S","18I","74K",,"D-394"
"3I5",10/3/2009 0:00:00,"m","R","17K","14Z",,"B-614"
"3I6",10/3/2009 0:00:00,"m","F","23T","61A",,"B-615"
"0K7",10/3/2009 0:00:00,"f","F","05I","79Z",,"A-297"
"0J9",10/3/2009 0:00:00,"m","S","19T","30F",,"A-289"
"I1039B",10/4/2009 0:00:00,"f","F",,"39B",,"H-843"
"9I2",10/5/2009 0:00:00,"m","S","10R","57T",,"E-265"
"6I7",10/5/2009 0:00:00,"m","F","92S","50S",,"C-957"
"9I9",10/5/2009 0:00:00,"m","HH","19T","36O",,"E-272"
"4J8",10/5/2009 0:00:00,"f","R","11Z","0A2",,"C-079"
"6J4",10/6/2009 0:00:00,"f","S","18I","36D",,"C-964"
"I102C8",10/6/2009 0:00:00,"f","R",,"2C8",,"H-841"
"I1048S",10/6/2009 0:00:00,"m","V",,"48S",,"H-851"
"9J9",10/7/2009 0:00:00,"f","F","91O","73B",,"E-282"
"1K1",10/7/2009 0:00:00,"f","V","98K","31L",,"A-731"
"4I7",10/8/2009 0:00:00,"m","R","83L","39F",,"C-068"
"8I0",10/8/2009 0:00:00,"m","F","36S","62H",,"D-820"
"I1038E",10/8/2009 0:00:00,"m","R","03D","38E",,"E-807"
"I1042O",10/8/2009 0:00:00,"f","F",,"42O",,"H-848"
"6I6",10/9/2009 0:00:00,"m","HH","10R","80S",,"C-956"
"6J8",10/9/2009 0:00:00,"f","R","O15","X91",,"C-968"
"2I5",10/9/2009 0:00:00,"f","F","25R","03J",,"B-156"
"3J6",10/10/2009 0:00:00,"m","V","41N","98J",,"B-625"
"2I9",10/11/2009 0:00:00,"m","F","25R","V36",,"B-160"
"0K1",10/11/2009 0:00:00,"m","V","T82","4C9",,"A-291"
"3J5",10/11/2009 0:00:00,"f","R","44T","76L",,"B-624"
"8I3",10/12/2009 0:00:00,"m","F","43P","50I",,"D-823"
"7I6",10/12/2009 0:00:00,"f","R","54V","99Z",,"D-390"
"4I9",10/12/2009 0:00:00,"f","HH","22R","35O",,"C-070"
"0K0",10/14/2009 0:00:00,"f","V","12E","15E",,"A-290"
"1K6",10/14/2009 0:00:00,"m","F","36S","20F",,"A-736"
"6J3",10/15/2009 0:00:00,"m","S","48L","03S",,"C-963"
"5I7",10/16/2009 0:00:00,"m","HH","93R","55A",,"C-517"
"5J3",10/16/2009 0:00:00,"m","R","91P","85V",,"C-523"
"3I9",10/16/2009 0:00:00,"m","R","50T","6A4",,"B-618"
"0K6",10/17/2009 0:00:00,"f","R","11Z","15O",,"A-296"
"0J5",10/17/2009 0:00:00,"f","KK","19T","55J",,"A-285"
"0J3",10/18/2009 0:00:00,"m","R","83L","89K",,"A-283"
"2I2",10/18/2009 0:00:00,"m","V","51A","T03",,"B-153"
"6I0",10/18/2009 0:00:00,"m","HH","43N","V80",,"C-950"
"3I3",10/18/2009 0:00:00,"m","R","50B","69O",,"B-612"
"I1068V",10/18/2009 0:00:00,"f","F",,"68V",,"H-862"
"7I5",10/19/2009 0:00:00,"m","R","21P","54B",,"D-389"
"7J3",10/19/2009 0:00:00,"f","KK","02Z","48J",,"D-397"
"I1042A",10/19/2009 0:00:00,"f","S",,"42A",,"H-845"
"8I5",10/20/2009 0:00:00,"m","KK","60T","49V",,"D-825"
"I1046F",10/20/2009 0:00:00,"m","F","25R","46F",,"E-809"
"3J2",10/20/2009 0:00:00,"m","R","91P","60V",,"B-621"
"4I6",10/21/2009 0:00:00,"f","R","54V","51T",,"C-067"
"4I2",10/21/2009 0:00:00,"f","R","58R","4A2",,"C-063"
"3J1",10/21/2009 0:00:00,"m","R","58R","28I",,"B-620"
"4J9",10/22/2009 0:00:00,"m","F","91S","00J",,"C-080"
"6J5",10/22/2009 0:00:00,"m","S","60E","2B1",,"C-965"
"I101B6",10/22/2009 0:00:00,"f","R","70C","1B6",,"E-804"
"2J1",10/23/2009 0:00:00,"f","R","83L","96A",,"B-162"
"0J2",10/23/2009 0:00:00,"f","KK","56K","76J",,"A-282"
"9J6",10/23/2009 0:00:00,"f","R","50T","6B0",,"E-279"
"8J1",10/23/2009 0:00:00,"m","F","43N","98T",,"D-831"
"4J1",10/24/2009 0:00:00,"f","HH","72T","21N",,"C-072"
"1K0",10/24/2009 0:00:00,"f","F","85B","2A5",,"A-730"
"1K5",10/24/2009 0:00:00,"f","F","85B","2A5",,"A-735"
"7J9",10/25/2009 0:00:00,"m","F","16N","78T",,"D-403"
"3I0",10/25/2009 0:00:00,"m","S","20J","1B4",,"B-609"
"4I8",10/25/2009 0:00:00,"m","R","44T","0B5",,"C-069"
"5I8",10/25/2009 0:00:00,"f","HH","68N","73C",,"C-518"
"I1078T-2",10/25/2009 0:00:00,"u","F",,"78T",,"H-867"
"2I4",10/26/2009 0:00:00,"m","F","91S","62V",,"B-155"
"2J0",10/26/2009 0:00:00,"m","KK","17T","44V",,"B-161"
"5I9",10/26/2009 0:00:00,"f","HH","88T","2C7",,"C-519"
"I1059F",10/26/2009 0:00:00,"f","R",,"59F",,"H-856"
"1K2",10/27/2009 0:00:00,"f","V","60L","99J",,"A-732"
"7I3",10/27/2009 0:00:00,"f","R","X81","3A7",,"D-387"
"7I0",10/27/2009 0:00:00,"m","F","43P","74S",,"D-384"
"5I1",10/27/2009 0:00:00,"m","HH","18Z","62S",,"C-511"
"1K4",10/27/2009 0:00:00,"f","HH","36T","81B",,"A-734"
"I1066I",10/27/2009 0:00:00,"m","HH",,"66I",,"H-861"
"9I3",10/28/2009 0:00:00,"f","S","50T","89L",,"E-266"
"0J6",10/28/2009 0:00:00,"f","R","13N","93I",,"A-286"
"2I6",10/28/2009 0:00:00,"m","F","02R","0C6",,"B-157"
"0I8",10/28/2009 0:00:00,"m","V","72O","78I",,"A-278"
"1J8",10/28/2009 0:00:00,"m","F","02R","82A",,"A-728"
"1J9",10/28/2009 0:00:00,"m","F","91S","88I",,"A-729"
"I1064R",10/28/2009 0:00:00,"f","KK",,"64R",,"H-860"
"5I3",10/29/2009 0:00:00,"m","HH","06O","56R",,"C-513"
"9J3",10/29/2009 0:00:00,"m","S","83L","98V",,"E-276"
"0K4",10/30/2009 0:00:00,"f","F","02R","43F",,"A-294"
"3J9",10/31/2009 0:00:00,"f","R","42F","07L",,"B-628"
"6I1",10/31/2009 0:00:00,"m","R","44T","37P",,"C-951"
"5I4",10/31/2009 0:00:00,"f","HH","68N","65Z",,"C-514"
"I1033Z",10/31/2009 0:00:00,"m","HH",,"33Z",,"H-842"
"3I2",11/1/2009 0:00:00,"m","R","11Z","4A0",,"B-611"
"3I1",11/1/2009 0:00:00,"m","S","20J","5A0",,"B-610"
"0K3",11/1/2009 0:00:00,"m","HH","43N","5B6",,"A-293"
"7I4",11/1/2009 0:00:00,"f","S","18I","06A",,"D-388"
"I1042L",11/1/2009 0:00:00,"f","F",,"42L",,"H-847"
"I1094T",11/1/2009 0:00:00,"f","V",,"94T",,"H-872"
"I1002G",11/1/2009 0:00:00,"f","KK",,"02G",,"H-831"
"1I3",11/2/2009 0:00:00,"f","V","T82","4C4",,"A-713"
"5J6",11/2/2009 0:00:00,"f","HH","89S","3A4",,"C-526"
"I1025P",11/3/2009 0:00:00,"U","KK",,"25P",,"H-839"
"I104A9",11/3/2009 0:00:00,"f","S",,"4A9",,"H-852"
"I10J92",11/3/2009 0:00:00,"m","F",,"J92",,"H-873"
"5J7",11/4/2009 0:00:00,"m","F","31I","64D",,"C-527"
"6I3",11/4/2009 0:00:00,"m","R","11Z","09Z",,"C-953"
"8I2",11/5/2009 0:00:00,"m","F","64K","67G",,"D-822"
"5J2",11/6/2009 0:00:00,"m","R","11Z","4A5",,"C-522"
"3J7",11/6/2009 0:00:00,"m","V","72O","47Z",,"B-626"
"3J0",11/7/2009 0:00:00,"f","R","44T","77D",,"B-619"
"9I6",11/7/2009 0:00:00,"f","F","07T","7B5",,"E-269"
"3J8",11/8/2009 0:00:00,"m","S","19T","X60",,"B-627"
"3I4",11/8/2009 0:00:00,"f","S","20J","2B4",,"B-613"
"I1025Z",11/9/2009 0:00:00,"m","R","50T","25Z",,"E-805"
"1I6",11/9/2009 0:00:00,"f","V","60L","51Z",,"A-716"
"9I5",11/11/2009 0:00:00,"f","HH","22R","12T",,"E-268"
"9J7",11/12/2009 0:00:00,"f","R","44T","K84",,"E-280"
"I100A4",11/12/2009 0:00:00,"U","F",,"0A4",,"H-832"
"8J4",11/13/2009 0:00:00,"m","F","25L","O52",,"D-834"
"2I7",11/13/2009 0:00:00,"m","F","29F","28N",,"B-158"
"I10Z11",11/15/2009 0:00:00,"f","F",,"Z11",,"H-875"
"9J0",11/16/2009 0:00:00,"f","F","43P","9A4",,"E-273"
"0J0",11/17/2009 0:00:00,"m","R","11Z","33V",,"A-280"
"1J6",11/18/2009 0:00:00,"f","F","36S","40L",,"A-726"
"9I7",11/18/2009 0:00:00,"f","HH","02R","55R",,"E-270"
"1J1",11/19/2009 0:00:00,"f","R","83L","40V",,"A-721"
"I1085S",11/19/2009 0:00:00,"f","F",,"85S",,"H-869"
"0K8",11/21/2009 0:00:00,"f","KK","56K","2C3",,"A-298"
"0K2",11/22/2009 0:00:00,"f","F","16N","3C3",,"A-292"
"4J2",11/25/2009 0:00:00,"m","R","44T","31V",,"C-073"
"1J0",11/30/2009 0:00:00,"m","R","11Z","7A6",,"A-720"
"I1020C",11/30/2009 0:00:00,"m","V",,"20C",,"H-837"
"2J9",12/3/2009 0:00:00,"m","R","44T","87F",,"B-170"
"I1095V",12/4/2009 0:00:00,"m","R","11Z","95V",,"E-816"
"9I0",12/8/2009 0:00:00,"m","S","70C","3B8",,"E-263"
"7I7",12/8/2009 0:00:00,"m","S","94O","T83",,"D-391"
"6J9",12/9/2009 0:00:00,"m","HH","02R","16S",,"C-969"
"8J8",12/10/2009 0:00:00,"f","F","36S","59A",,"D-838"
"8I8",12/11/2009 0:00:00,"f","KK","94O","21H",,"D-828"
"6I2",12/13/2009 0:00:00,"m","KK","94O","Z51",,"C-952"
"8I6",12/15/2009 0:00:00,"f","S","20J","97R",,"D-826"
"I10L66",12/16/2009 0:00:00,"m","V","60L","L66",,"E-817"
"I1042B",12/17/2009 0:00:00,"f","F",,"42B",,"H-846"
"6J1",12/18/2009 0:00:00,"m","KK","94O","19A",,"C-961"
"3I8",12/18/2009 0:00:00,"m","R","50T","4A3",,"B-617"
"6J0",12/20/2009 0:00:00,"f","HH","06O","X17",,"C-960"
"I1086C",1/1/2010 0:00:00,"m","F","91S","86C",,"E-814"
"I1090D",1/1/2010 0:00:00,"m","F",,"90D",,"H-870"
"0K9",1/2/2010 0:00:00,"F","KK","19T","34B",,"A-299"
"8I1",1/5/2010 0:00:00,"m","F","23T","10S",,"D-821"
"1J7",1/7/2010 0:00:00,"f","F","64K","X97",,"A-727"
"2J4",1/9/2010 0:00:00,"m","F","07D","17C",,"B-165"
"5J5",1/10/2010 0:00:00,"m","HH","02R","V72",,"C-525"
"1K8",1/31/2010 0:00:00,"f","S","03T","Z82",,"A-738"
"8I4",2/22/2010 0:00:00,"f","F","85B","Z14",,"D-824"
"9L3",8/25/2010 0:00:00,"f","HH","67Z","39Z",,"E-296"
"9L8",8/30/2010 0:00:00,"m","F","36T","63V",,"E-301"
"6L9",8/31/2010 0:00:00,"f","F","96T","68J",,"C-989"
"8L1",9/1/2010 0:00:00,"f","HH","30V","0B9",,"D-851"
"7L0",9/1/2010 0:00:00,"f","HH","6A8","03Z",,"D-414"
"6L8",9/5/2010 0:00:00,"m","S","30Z","70T",,"C-988"
"6K6",9/6/2010 0:00:00,"f","KK","99L","60R",,"C-976"
"4K6",9/7/2010 0:00:00,"m","F","23T","1C0",,"C-087"
"6K2",9/8/2010 0:00:00,"m","HH","91O","34Z",,"C-972"
"I1154D",9/8/2010 0:00:00,"f","HH",,"54D",,"H-892"
"6L1",9/9/2010 0:00:00,"f","KK","60T","37V",,"C-981"
"7L1",9/10/2010 0:00:00,"f","R","11Z","91V",,"D-415"
"5K3",9/10/2010 0:00:00,"f","F","56K","0A4",,"C-533"
"3L9",9/11/2010 0:00:00,"f","S","53N","5A1",,"B-648"
"0M2",9/12/2010 0:00:00,"f","HH","91O","2E8",,"A-312"
"3L3",9/12/2010 0:00:00,"m","KK","76Z","07A",,"B-642"
"4L8",9/12/2010 0:00:00,"f","HH","18Z","2E9",,"C-099"
"3L7",9/13/2010 0:00:00,"m","HH","46Z","5B4",,"B-646"
"4K8",9/13/2010 0:00:00,"m","F","25L","35N",,"C-089"
"2K2",9/13/2010 0:00:00,"m","V","61R","45Z",,"B-173"
"2K8",9/14/2010 0:00:00,"m","F","23T","6C0",,"B-179"
"2L4",9/14/2010 0:00:00,"f","F","36S","44J",,"B-185"
"I1110Z",9/14/2010 0:00:00,"f","R",,"10Z",,"H-880"
"7L2",9/15/2010 0:00:00,"f","F","96T","2A8",,"D-416"
"4L0",9/15/2010 0:00:00,"f","R","91P","26V",,"C-091"
"7L9",9/16/2010 0:00:00,"m","V","46Z","1B0",,"D-423"
"9K6",9/16/2010 0:00:00,"f","S","73Z","82V",,"E-289"
"6K7",9/16/2010 0:00:00,"f","R","12Z","5C4",,"C-977"
"I1193Z",9/16/2010 0:00:00,"m","F",,"93Z",,"H-904"
"7K9",9/17/2010 0:00:00,"m","V","61R","53Z",,"D-413"
"6L4",9/17/2010 0:00:00,"m","KK","17T","93O",,"C-984"
"2K9",9/18/2010 0:00:00,"m","R","11Z","0B4",,"B-180"
"I1193T",9/18/2010 0:00:00,"f","V",,"93T",,"H-903"
"7L5",9/19/2010 0:00:00,"f","HH","91O","48V",,"D-419"
"2L5",9/19/2010 0:00:00,"f","F","25R","29Z",,"B-186"
"5L8",9/19/2010 0:00:00,"f","V","10R","4C5",,"C-548"
"9L1",9/19/2010 0:00:00,"f","KK","60T","03B",,"E-294"
"0M1",9/20/2010 0:00:00,"m","V","12E","13H",,"A-311"
"3K7",9/20/2010 0:00:00,"m","F","46Z","2A7",,"B-636"
"8K2",9/20/2010 0:00:00,"m","HH","9A9","5D4",,"D-842"
"2L0",9/20/2010 0:00:00,"m","KK","16R","3A2",,"B-181"
"0L6",9/21/2010 0:00:00,"f","S","53N","57T",,"A-306"
"I1182L",9/21/2010 0:00:00,"f","F",,"82L",,"H-901"
"8L0",9/23/2010 0:00:00,"f","KK","56K","55J",,"D-850"
"0M0",9/23/2010 0:00:00,"f","V","90B","5C6",,"A-310"
"9L7",9/23/2010 0:00:00,"f","R","17K","54N",,"E-300"
"I1133Z",9/23/2010 0:00:00,"f","HH",,"33Z",,"H-887"
"2K7",9/24/2010 0:00:00,"f","V","61R","85T",,"B-178"
"4L6",9/24/2010 0:00:00,"m","R","91P","28A",,"C-097"
"2L2",9/24/2010 0:00:00,"m","F","41N","87K",,"B-183"
"9K4",9/24/2010 0:00:00,"m","F","85B","62H",,"E-287"
"5L3",9/24/2010 0:00:00,"m","S","10R","88N",,"C-543"
"8K4",9/25/2010 0:00:00,"f","HH","06O","77S",,"D-844"
"9K5",9/25/2010 0:00:00,"m","S","12Z","30F",,"E-288"
"7K6",9/25/2010 0:00:00,"f","V","12E","30J",,"D-410"
"9K7",9/25/2010 0:00:00,"m","HH","76Z","5D9",,"E-290"
"1L1",9/26/2010 0:00:00,"f","KK","16R","1C5",,"A-741"
"5L7",9/26/2010 0:00:00,"f","V","60L","81E",,"C-547"
"4K3",9/26/2010 0:00:00,"m","F","12E","9D8",,"C-084"
"7L4",9/26/2010 0:00:00,"f","HH","8A9","73C",,"D-418"
"4K9",9/26/2010 0:00:00,"m","F","25L","43J",,"C-090"
"5L1",9/26/2010 0:00:00,"m","S","48L","5A0",,"C-541"
"5L0",9/26/2010 0:00:00,"m","R","58R","61K",,"C-540"
"9L5",9/26/2010 0:00:00,"m","V","49Z","7C4",,"E-298"
"I1199N",9/26/2010 0:00:00,"f","KK",,"99N",,"H-906"
"I1174S",9/26/2010 0:00:00,"f","F",,"74S",,"H-896"
"I1178T",9/26/2010 0:00:00,"f","F",,"78T",,"H-899"
"8L3",9/27/2010 0:00:00,"f","KK","94O","11N",,"D-853"
"1K9",9/27/2010 0:00:00,"m","V","72O","00V",,"A-739"
"8K0",9/27/2010 0:00:00,"m","V","72O","78I",,"D-840"
"8K3",9/27/2010 0:00:00,"f","KK","99L","53E",,"D-843"
"6L3",9/27/2010 0:00:00,"m","KK","60T","86Z",,"C-983"
"2L3",9/27/2010 0:00:00,"m","F","29V","9A4",,"B-184"
"I1109Z",9/27/2010 0:00:00,"f","R",,"09Z",,"H-877"
"0L1",9/28/2010 0:00:00,"m","R","17K","89K",,"A-301"
"0L2",9/28/2010 0:00:00,"f","R","58R","60V",,"A-302"
"2K4",9/28/2010 0:00:00,"m","V","12O","2E4",,"B-175"
"7K8",9/28/2010 0:00:00,"f","V","97V","13B",,"D-412"
"2K3",9/29/2010 0:00:00,"m","V","46Z","90T",,"B-174"
"5K1",9/29/2010 0:00:00,"f","F","25L","61J",,"C-531"
"6K0",9/29/2010 0:00:00,"m","HH","04Z","2E1",,"C-970"
"7K0",9/29/2010 0:00:00,"m","R","44T","76L",,"D-404"
"7L3",9/30/2010 0:00:00,"f","KK","94H","76J",,"D-417"
"3K3",9/30/2010 0:00:00,"m","F","04I","52P",,"B-632"
"5K4",9/30/2010 0:00:00,"f","F","29H","3E2",,"C-534"
"3L2",10/1/2010 0:00:00,"m","KK","27N","21H",,"B-641"
"6L5",10/1/2010 0:00:00,"f","KK","60T","51V",,"C-985"
"5L2",10/1/2010 0:00:00,"m","R","44T","4A0",,"C-542"
"1L8",10/2/2010 0:00:00,"f","HH","02R","6B4",,"A-748"
"3K4",10/2/2010 0:00:00,"m","F","43P","28N",,"B-633"
"I117B7",10/2/2010 0:00:00,"m","F","31S","7B7",,"E-825"
"6K9",10/2/2010 0:00:00,"f","R","3A6","91A",,"C-979"
"3L1",10/2/2010 0:00:00,"m","F","33T","92D",,"B-640"
"5K6",10/2/2010 0:00:00,"m","F","35V","7D8",,"C-536"
"8K1",10/2/2010 0:00:00,"m","KK","13I","6C2",,"D-841"
"2L1",10/3/2010 0:00:00,"m","KK","6A9","62R",,"B-182"
"6L2",10/3/2010 0:00:00,"f","KK","17L","1C7",,"C-982"
"I1162R",10/3/2010 0:00:00,"m","KK",,"62R",,"H-894"
"I114C2",10/3/2010 0:00:00,"m","F",,"4C2",,"H-891"
"6K4",10/4/2010 0:00:00,"m","HH","49L","90P",,"C-974"
"4L3",10/4/2010 0:00:00,"f","HH","9A9","94S",,"C-094"
"3L4",10/4/2010 0:00:00,"m","KK","6A9","48J",,"B-643"
"5K7",10/4/2010 0:00:00,"f","F","36S","73B",,"C-537"
"I116C3",10/4/2010 0:00:00,"m","F",,"6C3",,"H-895"
"I1130F",10/4/2010 0:00:00,"m","S",,"30F",,"H-885"
"8L6",10/5/2010 0:00:00,"m","KK","80B","1E2",,"D-856"
"2L7",10/5/2010 0:00:00,"m","F","04T","29B",,"B-188"
"8K7",10/5/2010 0:00:00,"f","HH","91O","21N",,"D-847"
"8L5",10/5/2010 0:00:00,"m","HH","04Z","3A9",,"D-855"
"6L6",10/5/2010 0:00:00,"m","F","30L","4C1",,"C-986"
"I1114Z",10/5/2010 0:00:00,"f","R",,"14Z",,"H-881"
"8L8",10/6/2010 0:00:00,"f","R","3A6","37P",,"D-858"
"4K1",10/6/2010 0:00:00,"f","F","8A7","1A3",,"C-082"
"3K6",10/6/2010 0:00:00,"m","F","0B8","0A9",,"B-635"
"I1162O",10/6/2010 0:00:00,"f","KK",,"62O",,"H-893"
"9L0",10/7/2010 0:00:00,"f","R","44T","6A3",,"E-293"
"9K1",10/7/2010 0:00:00,"f","S","39L","2D1",,"E-284"
"3L6",10/8/2010 0:00:00,"m","HH","02R","20S",,"B-645"
"5K2",10/8/2010 0:00:00,"f","F","8A7","64P",,"C-532"
"6L0",10/8/2010 0:00:00,"f","KK","17T","25P",,"C-980"
"7K2",10/9/2010 0:00:00,"f","F","25L","64D",,"D-406"
"8L4",10/9/2010 0:00:00,"f","KK","27N","0B6",,"D-854"
"I1122H",10/9/2010 0:00:00,"f","HH","49L","22H",,"E-820"
"0L9",10/9/2010 0:00:00,"f","S","19T","1B4",,"A-309"
"I118B4",10/9/2010 0:00:00,"m","F",,"8B4",,"H-902"
"9K2",10/10/2010 0:00:00,"m","R","44T","99Z",,"E-285"
"5K5",10/10/2010 0:00:00,"m","F","25L","50I",,"C-535"
"0M4",10/10/2010 0:00:00,"f","V","72O","14E",,"A-314"
"7L6",10/10/2010 0:00:00,"m","HH","91O","36O",,"D-420"
"I1115E",10/10/2010 0:00:00,"f","V",,"15E",,"H-882"
"I114B5",10/11/2010 0:00:00,"F","R","19T","4B5",,"E-823"
"4K4",10/11/2010 0:00:00,"f","R","91P","07L",,"C-085"
"I118C7",10/11/2010 0:00:00,"f","R","70C","8C7",,"E-826"
"I1195V",10/11/2010 0:00:00,"f","R",,"95V",,"H-905"
"4L1",10/12/2010 0:00:00,"m","HH","91O","81B",,"C-092"
"3K5",10/12/2010 0:00:00,"m","F","30L","60P",,"B-634"
"I1136Z",10/12/2010 0:00:00,"m","F",,"36Z",,"H-888"
"8L9",10/13/2010 0:00:00,"m","R","44H","X83",,"D-859"
"0L5",10/13/2010 0:00:00,"m","S","94O","4A9",,"A-305"
"0L4",10/14/2010 0:00:00,"m","R","12Z","16Z",,"A-304"
"3K1",10/14/2010 0:00:00,"m","F","36S","14L",,"B-630"
"I114A2",10/15/2010 0:00:00,"m","R",,"4A2",,"E-822"
"3L0",10/15/2010 0:00:00,"m","F","33T","5C0",,"B-639"
"1L2",10/15/2010 0:00:00,"f","F","8A7","00J",,"A-742"
"4L7",10/15/2010 0:00:00,"m","R","58R","3A7",,"C-098"
"4L9",10/16/2010 0:00:00,"m","R","11Z","4A5",,"C-100"
"4K2",10/16/2010 0:00:00,"m","F","43P","28J",,"C-083"
"5L5",10/16/2010 0:00:00,"f","R","19T","2C8",,"C-545"
"6K8",10/17/2010 0:00:00,"f","R","94Z","6A4",,"C-978"
"1L7",10/18/2010 0:00:00,"f","R","61G","96A",,"A-747"
"8K9",10/18/2010 0:00:00,"m","R","30Z","90V",,"D-849"
"I119C7",10/18/2010 0:00:00,"m","S",,"9C7",,"H-907"
"3K2",10/19/2010 0:00:00,"f","F","30L","2A2",,"B-631"
"9L4",10/19/2010 0:00:00,"m","F","04T","03J",,"E-297"
"I111E7",10/19/2010 0:00:00,"m","R",,"1E7",,"H-883"
"I116D4",10/20/2010 0:00:00,"m","KK","97Z","6D4",,"E-824"
"7K3",10/21/2010 0:00:00,"m","F","43P","34N",,"D-407"
"9L2",10/21/2010 0:00:00,"m","KK","17T","74T",,"E-295"
"1L3",10/21/2010 0:00:00,"m","F","43P","56A",,"A-743"
"I11V78",10/21/2010 0:00:00,"f","KK",,"V78",,"H-909"
"5L9",10/22/2010 0:00:00,"m","KK","2C6","4D8",,"C-549"
"0L3",10/22/2010 0:00:00,"m","F","41N","55V",,"A-303"
"1L0",10/22/2010 0:00:00,"m","S","13I","81I",,"A-740"
"I110E7",10/22/2010 0:00:00,"m","F",,"0E7",,"H-878"
"9K9",10/23/2010 0:00:00,"m","S","94O","06A",,"E-292"
"3K8",10/24/2010 0:00:00,"f","F","43P","10S",,"B-637"
"6K3",10/24/2010 0:00:00,"m","HH","02R","21K",,"C-973"
"1L5",10/24/2010 0:00:00,"f","F","8A7","62V",,"A-745"
"8K6",10/24/2010 0:00:00,"m","R","44T","77V",,"D-846"
"9K8",10/24/2010 0:00:00,"m","R","94Z","8A5",,"E-291"
"I11Z51",10/24/2010 0:00:00,"m","KK",,"Z51",,"H-911"
"I114A3",10/24/2010 0:00:00,"m","R",,"4A3",,"H-890"
"0M3",10/25/2010 0:00:00,"f","V","61R","1B3",,"A-313"
"8L2",10/25/2010 0:00:00,"m","HH","9A9","62S",,"D-852"
"7K7",10/25/2010 0:00:00,"m","V","46Z","4C4",,"D-411"
"5K8",10/25/2010 0:00:00,"m","HH","02R","28G",,"C-538"
"5K0",10/26/2010 0:00:00,"m","F","25R","7C3",,"C-530"
"6L7",10/26/2010 0:00:00,"m","F","41N","43F",,"C-987"
"7L7",10/27/2010 0:00:00,"f","HH","91O","16S",,"D-421"
"9L9",10/27/2010 0:00:00,"f","KK","60T","49V",,"E-302"
"I1130O",10/27/2010 0:00:00,"u","HH",,"30O",,"H-886"
"6K1",10/28/2010 0:00:00,"f","HH","91O","6C5",,"C-971"
"5L6",10/28/2010 0:00:00,"f","R","19T","7A8",,"C-546"
"9L6",10/28/2010 0:00:00,"f","S","88V","T84",,"E-299"
"2K6",10/28/2010 0:00:00,"m","V","49Z","9C1",,"B-177"
"9K0",10/28/2010 0:00:00,"f","HH","64Z","1E0",,"E-283"
"I1121V",10/28/2010 0:00:00,"m","KK",,"21V",,"H-884"
"0L8",10/29/2010 0:00:00,"f","S","19T","7A9",,"A-308"
"0L0",10/30/2010 0:00:00,"m","R","44T","93I",,"A-300"
"0L7",10/30/2010 0:00:00,"f","R","5C3","5C2",,"A-307"
"4K7",10/31/2010 0:00:00,"m","F","8B3","3E7",,"C-088"
"4L4",11/1/2010 0:00:00,"m","HH","22R","55R",,"C-095"
"2K0",11/1/2010 0:00:00,"m","V","72O","51Z",,"B-171"
"7L8",11/2/2010 0:00:00,"m","V","97V","40Z",,"D-422"
"I1176H",11/2/2010 0:00:00,"f","HH",,"76H",,"H-898"
"7K5",11/3/2010 0:00:00,"f","KK","60T","83Z",,"D-409"
"9K3",11/3/2010 0:00:00,"m","S","11Z","74K",,"E-286"
"I11X91",11/3/2010 0:00:00,"m","R",,"X91",,"H-910"
"5K9",11/4/2010 0:00:00,"f","HH","76Z","21C",,"C-539"
"I1179C",11/4/2010 0:00:00,"m","F",,"79C",,"H-900"
"I1175J",11/4/2010 0:00:00,"m","KK",,"75J",,"H-897"
"I1132S",11/7/2010 0:00:00,"f","F","25R","32S",,"E-821"
"I1110C",11/7/2010 0:00:00,"m","R",,"10C",,"H-879"
"3K0",11/8/2010 0:00:00,"m","F","30L","50S",,"B-629"
"7K1",11/11/2010 0:00:00,"f","R","44T","28I",,"D-405"
"I1190D",11/12/2010 0:00:00,"m","F","85B","90D",,"E-827"
"4K5",11/13/2010 0:00:00,"m","F","07D","59A",,"C-086"
"4L5",11/14/2010 0:00:00,"f","R","44T","87F",,"C-096"
"4L2",11/16/2010 0:00:00,"m","R","30G","69O",,"C-093"
"2L8",11/16/2010 0:00:00,"f","F","07D","17C",,"B-189"
"I1102A",11/21/2010 0:00:00,"u","R","44H","02A",,"E-819"
"8K5",11/21/2010 0:00:00,"f","S","53N","38Z",,"D-845"
"3L8",11/22/2010 0:00:00,"m","HH","02R","55A",,"B-647"
"7K4",11/29/2010 0:00:00,"m","F","8A7","1E3",,"D-408"
"I1145F",11/29/2010 0:00:00,"m","KK",,"45F",,"H-889"
"1L6",12/1/2010 0:00:00,"f","S","19T","97R",,"A-746"
